file,combo,traffic,cipher,true_family,true_mode,n_packets,distinct_sizes,rule_family,rule_conf,rule_leaning,icv_candidates,min_len,p05_len,p25_len,p50_len,p75_len,p95_len,max_len,mean_len,std_len,frac_res0,frac_res4,frac_res8,frac_res12,multi_size
aes256-dh2-tunnel-pfs-off__file_transfer_run1.pcap,aes256-dh2-tunnel-pfs-off,file_transfer,aes256,CBC-like,tunnel,3742,12,CBC-like (16-byte block aligned),1.0,,16;32,104.0,104.0,104.0,1480.0,1480.0,1480.0,1480.0,1000.4190272581508,646.2117274782526,0.0,0.0,1.0,0.0,1.0
aes256-dh2-tunnel-pfs-off__icmp_run1.pcap,aes256-dh2-tunnel-pfs-off,icmp,aes256,CBC-like,tunnel,12,1,undetermined,0.0,,,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh2-tunnel-pfs-off__video_run1.pcap,aes256-dh2-tunnel-pfs-off,video,aes256,CBC-like,tunnel,327,4,CBC-like (16-byte block aligned),0.985,,16;32,104.0,104.0,104.0,216.0,1480.0,1480.0,1480.0,762.6422018348624,682.3912379596338,0.0,0.0,1.0,0.0,1.0
aes256-dh2-tunnel-pfs-off__voip_run1.pcap,aes256-dh2-tunnel-pfs-off,voip,aes256,CBC-like,tunnel,27,4,CBC-like (16-byte block aligned),0.985,,16;32,376.0,376.0,376.0,440.0,536.0,584.0,584.0,463.1111111111111,79.86160869410206,0.0,0.0,1.0,0.0,1.0
aes256-dh2-tunnel-pfs-off__web_run1.pcap,aes256-dh2-tunnel-pfs-off,web,aes256,CBC-like,tunnel,215,3,CBC-like (16-byte block aligned),0.941,,16;32,104.0,104.0,104.0,104.0,104.0,968.0,968.0,194.93953488372094,255.07389001468874,0.0,0.0,1.0,0.0,1.0
aes256-dh2-tunnel-pfs-on__file_transfer_run1.pcap,aes256-dh2-tunnel-pfs-on,file_transfer,aes256,CBC-like,tunnel,3746,12,CBC-like (16-byte block aligned),1.0,,16;32,104.0,104.0,104.0,1480.0,1480.0,1480.0,1480.0,1002.2893753336892,645.520838378491,0.0,0.0,1.0,0.0,1.0
aes256-dh2-tunnel-pfs-on__icmp_run1.pcap,aes256-dh2-tunnel-pfs-on,icmp,aes256,CBC-like,tunnel,12,1,undetermined,0.0,,,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh2-tunnel-pfs-on__video_run1.pcap,aes256-dh2-tunnel-pfs-on,video,aes256,CBC-like,tunnel,327,4,CBC-like (16-byte block aligned),0.985,,16;32,104.0,104.0,104.0,216.0,1480.0,1480.0,1480.0,762.6422018348624,682.3912379596338,0.0,0.0,1.0,0.0,1.0
aes256-dh2-tunnel-pfs-on__voip_run1.pcap,aes256-dh2-tunnel-pfs-on,voip,aes256,CBC-like,tunnel,27,4,CBC-like (16-byte block aligned),0.985,,16;32,376.0,376.0,376.0,440.0,536.0,584.0,584.0,463.1111111111111,79.86160869410206,0.0,0.0,1.0,0.0,1.0
aes256-dh2-tunnel-pfs-on__web_run1.pcap,aes256-dh2-tunnel-pfs-on,web,aes256,CBC-like,tunnel,215,3,CBC-like (16-byte block aligned),0.941,,16;32,104.0,104.0,104.0,104.0,104.0,968.0,968.0,194.93953488372094,255.07389001468874,0.0,0.0,1.0,0.0,1.0
